iso3_exp,exporter,GEO,nGDP,rank,share,sector,NACEr1,CO2_intensity,destination,X,X_CBAM
BRN,Brunei,Asia,11400.268,84,.00031399104,"Machinery, nec",29,.19455881,EU27,1172.973990911618,0
BRN,Brunei,Asia,11400.268,84,.00031399104,"Machinery, nec",29,.19455881,RoW,84344.44534515974,96.21399795077741
BRN,Brunei,Asia,11400.268,84,.00031399104,Electrical and optical equipment,30t33,.20186955,EU27,3571.624010277796,0
BRN,Brunei,Asia,11400.268,84,.00031399104,Electrical and optical equipment,30t33,.20186955,RoW,86548.03827244614,0
BRN,Brunei,Asia,11400.268,84,.00031399104,Transport equipment,34t35,.29114175,EU27,20015.72640508926,0
BRN,Brunei,Asia,11400.268,84,.00031399104,Transport equipment,34t35,.29114175,RoW,79022.70338320639,0
BRN,Brunei,Asia,11400.268,84,.00031399104,Manufacturing nec; recycling,36t37,.26614583,EU27,49.18199951387942,0
BRN,Brunei,Asia,11400.268,84,.00031399104,Manufacturing nec; recycling,36t37,.26614583,RoW,67184.89155616856,2847.341003417969
BRN,Brunei,Asia,11400.268,84,.00031399104,"Agriculture, hunting, forestry and fishing",AtB,.37349537,EU27,129.5819981703535,0
BRN,Brunei,Asia,11400.268,84,.00031399104,"Agriculture, hunting, forestry and fishing",AtB,.37349537,RoW,2389.902997700381,0
BRN,Brunei,Asia,11400.268,84,.00031399104,Mining and quarrying,C,1.4879924,EU27,.2779999971389771,0
BRN,Brunei,Asia,11400.268,84,.00031399104,Mining and quarrying,C,1.4879924,RoW,4247045.365501884,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Food , beverages and tobacco",15t16,.35987267,EU27,9563.578043099493,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Food , beverages and tobacco",15t16,.35987267,RoW,23109.4218968862,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Textiles and textile,17t18,.34086084,EU27,2092.556008858141,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Textiles and textile,17t18,.34086084,RoW,31486.33513568901,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Leather, leather and footwear",19,.19375706,EU27,21.66799982171506,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Leather, leather and footwear",19,.19375706,RoW,234.976996967569,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Wood and of wood and cork,20,.46805823,EU27,118.1420017210767,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Wood and of wood and cork,20,.46805823,RoW,517.8349897731096,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Pulp, paper, paper , printing and publishing",21t22,.45346645,EU27,36.19300041906536,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Pulp, paper, paper , printing and publishing",21t22,.45346645,RoW,325.5499996291474,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Coke, refined petroleum and nuclear fuel",23,2.87748,EU27,1363.908972382545,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Coke, refined petroleum and nuclear fuel",23,2.87748,RoW,7924.557000002824,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Chemicals and chemical,24,1.4067867,EU27,2634.303965173662,2153.302978515625
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Chemicals and chemical,24,1.4067867,RoW,26160.21579991863,4391.532064378262
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Rubber and plastics,25,.2790187,EU27,471.3440082594752,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Rubber and plastics,25,.2790187,RoW,6960.389958141372,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Other non-metallic mineral,26,4.8430367,EU27,56.20000001322478,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Other non-metallic mineral,26,4.8430367,RoW,3045.293006176013,2607.439009040594
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Basic metals and fabricated metal,27t28,1.9624588,EU27,2898.187958460301,591.6839876249433
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Basic metals and fabricated metal,27t28,1.9624588,RoW,3072140.615748075,11405.72400367446
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Machinery, nec",29,.19455881,EU27,2497.698000452481,.0060000000521541
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Machinery, nec",29,.19455881,RoW,25766.24697975069,2.593000046908855
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Electrical and optical equipment,30t33,.20186955,EU27,531.0239978814498,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Electrical and optical equipment,30t33,.20186955,RoW,2819.992985052057,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Transport equipment,34t35,.29114175,EU27,3772.064021319151,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Transport equipment,34t35,.29114175,RoW,18402.64095431659,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Manufacturing nec; recycling,36t37,.26614583,EU27,1410.739985525608,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Manufacturing nec; recycling,36t37,.26614583,RoW,14947.03136487119,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Agriculture, hunting, forestry and fishing",AtB,.37349537,EU27,149552.8563635219,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,"Agriculture, hunting, forestry and fishing",AtB,.37349537,RoW,734456.4250196305,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Mining and quarrying,C,1.4879924,EU27,68331.04348456301,0
BFA,Burkina Faso,Africa,12833.362,87,.00027420011,Mining and quarrying,C,1.4879924,RoW,23422.6908783,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Food , beverages and tobacco",15t16,.35987267,EU27,220490.1196692381,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Food , beverages and tobacco",15t16,.35987267,RoW,397361.4832475082,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Textiles and textile,17t18,.34086084,EU27,4502267.911949681,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Textiles and textile,17t18,.34086084,RoW,7542716.868739593,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Leather, leather and footwear",19,.19375706,EU27,774589.6858126589,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Leather, leather and footwear",19,.19375706,RoW,1546900.274817213,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Wood and of wood and cork,20,.46805823,EU27,101.2640012763441,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Wood and of wood and cork,20,.46805823,RoW,220912.1453921869,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Pulp, paper, paper , printing and publishing",21t22,.45346645,EU27,476.6880011683097,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Pulp, paper, paper , printing and publishing",21t22,.45346645,RoW,15591.53585543449,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Coke, refined petroleum and nuclear fuel",23,2.87748,EU27,.0450000017881393,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Coke, refined petroleum and nuclear fuel",23,2.87748,RoW,3243.071986991912,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Chemicals and chemical,24,1.4067867,EU27,17257.68889279896,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Chemicals and chemical,24,1.4067867,RoW,20730.35711624741,69.13200378417969
KHM,Cambodia,Asia,26468.107,47,.0012684395,Rubber and plastics,25,.2790187,EU27,7195.885054524755,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Rubber and plastics,25,.2790187,RoW,130800.5460643205,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Other non-metallic mineral,26,4.8430367,EU27,149.2959995307028,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Other non-metallic mineral,26,4.8430367,RoW,2967.653950049309,.0010000000474975
KHM,Cambodia,Asia,26468.107,47,.0012684395,Basic metals and fabricated metal,27t28,1.9624588,EU27,6799.598937384202,4871.107945428579
KHM,Cambodia,Asia,26468.107,47,.0012684395,Basic metals and fabricated metal,27t28,1.9624588,RoW,790929.6673450323,71130.23171152873
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Machinery, nec",29,.19455881,EU27,2099.099957996048,3.716999932192266
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Machinery, nec",29,.19455881,RoW,34438.27594711888,4.887999922037125
KHM,Cambodia,Asia,26468.107,47,.0012684395,Electrical and optical equipment,30t33,.20186955,EU27,13305.13388300152,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Electrical and optical equipment,30t33,.20186955,RoW,666541.0649442995,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Transport equipment,34t35,.29114175,EU27,223483.6145290406,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Transport equipment,34t35,.29114175,RoW,167512.4558310071,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Manufacturing nec; recycling,36t37,.26614583,EU27,18822.62921512919,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Manufacturing nec; recycling,36t37,.26614583,RoW,1323185.848103284,31094.1685628891
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Agriculture, hunting, forestry and fishing",AtB,.37349537,EU27,8458.763059834484,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,"Agriculture, hunting, forestry and fishing",AtB,.37349537,RoW,879573.3044503719,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Mining and quarrying,C,1.4879924,EU27,2008.282017569989,0
KHM,Cambodia,Asia,26468.107,47,.0012684395,Mining and quarrying,C,1.4879924,RoW,59624.22861309338,.0010000000474975
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Food , beverages and tobacco",15t16,.35987267,EU27,82413.47012943309,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Food , beverages and tobacco",15t16,.35987267,RoW,103144.6087632314,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Textiles and textile,17t18,.34086084,EU27,522.6029993048869,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Textiles and textile,17t18,.34086084,RoW,6901.336080926703,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Leather, leather and footwear",19,.19375706,EU27,513.6059983016457,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Leather, leather and footwear",19,.19375706,RoW,1068.942985060974,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Wood and of wood and cork,20,.46805823,EU27,246559.4961127136,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Wood and of wood and cork,20,.46805823,RoW,212467.2499214066,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Pulp, paper, paper , printing and publishing",21t22,.45346645,EU27,145.4269964536652,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Pulp, paper, paper , printing and publishing",21t22,.45346645,RoW,4088.194988118485,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Coke, refined petroleum and nuclear fuel",23,2.87748,EU27,19355.96128486656,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Coke, refined petroleum and nuclear fuel",23,2.87748,RoW,138206.53323782,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Chemicals and chemical,24,1.4067867,EU27,5442.72200569883,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Chemicals and chemical,24,1.4067867,RoW,98216.2862299548,1788.903008554131
CMR,Cameroon,Africa,33814.336,91,.0002479165,Rubber and plastics,25,.2790187,EU27,291.0190048369113,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Rubber and plastics,25,.2790187,RoW,7648.584006395773,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Other non-metallic mineral,26,4.8430367,EU27,47.32300037238747,.0469999983906746
CMR,Cameroon,Africa,33814.336,91,.0002479165,Other non-metallic mineral,26,4.8430367,RoW,16641.47381017031,2727.947957027704
CMR,Cameroon,Africa,33814.336,91,.0002479165,Basic metals and fabricated metal,27t28,1.9624588,EU27,144994.1803988442,112137.2937018964
CMR,Cameroon,Africa,33814.336,91,.0002479165,Basic metals and fabricated metal,27t28,1.9624588,RoW,156504.3684414416,43390.76900985197
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Machinery, nec",29,.19455881,EU27,5751.666948615573,10.66199994087219
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Machinery, nec",29,.19455881,RoW,17572.41202085372,74.87500093132257
CMR,Cameroon,Africa,33814.336,91,.0002479165,Electrical and optical equipment,30t33,.20186955,EU27,2102.503996992134,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Electrical and optical equipment,30t33,.20186955,RoW,25864.34284516273,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Transport equipment,34t35,.29114175,EU27,2928.630902127828,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Transport equipment,34t35,.29114175,RoW,17516.12422533706,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Manufacturing nec; recycling,36t37,.26614583,EU27,2974.484033131041,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Manufacturing nec; recycling,36t37,.26614583,RoW,12886.27604000957,136.0159969329834
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Agriculture, hunting, forestry and fishing",AtB,.37349537,EU27,745155.2133842882,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,"Agriculture, hunting, forestry and fishing",AtB,.37349537,RoW,781809.1950198392,0
CMR,Cameroon,Africa,33814.336,91,.0002479165,Mining and quarrying,C,1.4879924,EU27,559250.440979645,17.86599972844124
CMR,Cameroon,Africa,33814.336,91,.0002479165,Mining and quarrying,C,1.4879924,RoW,411939.7089369351,12.34900047257543
CAN,Canada,Americas,1527996.3,7,.024254536,"Food , beverages and tobacco",15t16,.35987267,EU27,763152.560184609,0
CAN,Canada,Americas,1527996.3,7,.024254536,"Food , beverages and tobacco",15t16,.35987267,RoW,24810571.60397223,0
CAN,Canada,Americas,1527996.3,7,.024254536,Textiles and textile,17t18,.34086084,EU27,126120.3577089787,0
CAN,Canada,Americas,1527996.3,7,.024254536,Textiles and textile,17t18,.34086084,RoW,2574768.751791641,0
CAN,Canada,Americas,1527996.3,7,.024254536,"Leather, leather and footwear",19,.19375706,EU27,22786.5471411288,0
CAN,Canada,Americas,1527996.3,7,.024254536,"Leather, leather and footwear",19,.19375706,RoW,475352.2547494096,0
CAN,Canada,Americas,1527996.3,7,.024254536,Wood and of wood and cork,20,.46805823,EU27,131494.6993687268,0
CAN,Canada,Americas,1527996.3,7,.024254536,Wood and of wood and cork,20,.46805823,RoW,12062862.36030152,0
CAN,Canada,Americas,1527996.3,7,.024254536,"Pulp, paper, paper , printing and publishing",21t22,.45346645,EU27,460412.3390219691,0
CAN,Canada,Americas,1527996.3,7,.024254536,"Pulp, paper, paper , printing and publishing",21t22,.45346645,RoW,13918991.0751895,0
CAN,Canada,Americas,1527996.3,7,.024254536,"Coke, refined petroleum and nuclear fuel",23,2.87748,EU27,708866.204694787,0
CAN,Canada,Americas,1527996.3,7,.024254536,"Coke, refined petroleum and nuclear fuel",23,2.87748,RoW,11098240.9846021,0
CAN,Canada,Americas,1527996.3,7,.024254536,Chemicals and chemical,24,1.4067867,EU27,1743065.993260218,10796.04513025086
CAN,Canada,Americas,1527996.3,7,.024254536,Chemicals and chemical,24,1.4067867,RoW,30154806.06373312,1474021.340843843
CAN,Canada,Americas,1527996.3,7,.024254536,Rubber and plastics,25,.2790187,EU27,166568.4966236054,0
CAN,Canada,Americas,1527996.3,7,.024254536,Rubber and plastics,25,.2790187,RoW,9186231.460391741,0
CAN,Canada,Americas,1527996.3,7,.024254536,Other non-metallic mineral,26,4.8430367,EU27,50380.37599195749,1276.797023415565
CAN,Canada,Americas,1527996.3,7,.024254536,Other non-metallic mineral,26,4.8430367,RoW,2370027.709016865,364590.6250088988
CAN,Canada,Americas,1527996.3,7,.024254536,Basic metals and fabricated metal,27t28,1.9624588,EU27,1234675.56075987,386364.2531080872
CAN,Canada,Americas,1527996.3,7,.024254536,Basic metals and fabricated metal,27t28,1.9624588,RoW,40737328.42405783,15513687.10187358
CAN,Canada,Americas,1527996.3,7,.024254536,"Machinery, nec",29,.19455881,EU27,1414133.902639032,15532.32399525377
CAN,Canada,Americas,1527996.3,7,.024254536,"Machinery, nec",29,.19455881,RoW,20550176.24523122,260747.66013753
CAN,Canada,Americas,1527996.3,7,.024254536,Electrical and optical equipment,30t33,.20186955,EU27,1740615.623529106,0
CAN,Canada,Americas,1527996.3,7,.024254536,Electrical and optical equipment,30t33,.20186955,RoW,19454585.17724971,0
CAN,Canada,Americas,1527996.3,7,.024254536,Transport equipment,34t35,.29114175,EU27,3861015.908465832,0
CAN,Canada,Americas,1527996.3,7,.024254536,Transport equipment,34t35,.29114175,RoW,78946182.80344853,0
CAN,Canada,Americas,1527996.3,7,.024254536,Manufacturing nec; recycling,36t37,.26614583,EU27,619147.8075179433,771.3419919013977
CAN,Canada,Americas,1527996.3,7,.024254536,Manufacturing nec; recycling,36t37,.26614583,RoW,13525502.83951034,2860737.626736879
CAN,Canada,Americas,1527996.3,7,.024254536,"Agriculture, hunting, forestry and fishing",AtB,.37349537,EU27,1777613.92098131,0
CAN,Canada,Americas,1527996.3,7,.024254536,"Agriculture, hunting, forestry and fishing",AtB,.37349537,RoW,21823972.19786025,0
CAN,Canada,Americas,1527996.3,7,.024254536,Mining and quarrying,C,1.4879924,EU27,3239830.638321745,645650.7116628271
CAN,Canada,Americas,1527996.3,7,.024254536,Mining and quarrying,C,1.4879924,RoW,55043251.07060683,642741.8133689836
CHL,Chile,Americas,249298.7,26,.0039737057,"Food , beverages and tobacco",15t16,.35987267,EU27,1170153.740214024,0
CHL,Chile,Americas,249298.7,26,.0039737057,"Food , beverages and tobacco",15t16,.35987267,RoW,8582761.721633796,0
CHL,Chile,Americas,249298.7,26,.0039737057,Textiles and textile,17t18,.34086084,EU27,14546.28461009986,0
CHL,Chile,Americas,249298.7,26,.0039737057,Textiles and textile,17t18,.34086084,RoW,236025.8586757919,0
CHL,Chile,Americas,249298.7,26,.0039737057,"Leather, leather and footwear",19,.19375706,EU27,8690.600224946509,0
CHL,Chile,Americas,249298.7,26,.0039737057,"Leather, leather and footwear",19,.19375706,RoW,54485.43688207993,0
CHL,Chile,Americas,249298.7,26,.0039737057,Wood and of wood and cork,20,.46805823,EU27,78212.59855305729,0
CHL,Chile,Americas,249298.7,26,.0039737057,Wood and of wood and cork,20,.46805823,RoW,2246021.277018294,0
CHL,Chile,Americas,249298.7,26,.0039737057,"Pulp, paper, paper , printing and publishing",21t22,.45346645,EU27,431979.2503547849,0
CHL,Chile,Americas,249298.7,26,.0039737057,"Pulp, paper, paper , printing and publishing",21t22,.45346645,RoW,2627611.071009917,0
CHL,Chile,Americas,249298.7,26,.0039737057,"Coke, refined petroleum and nuclear fuel",23,2.87748,EU27,1644.872976665851,0
CHL,Chile,Americas,249298.7,26,.0039737057,"Coke, refined petroleum and nuclear fuel",23,2.87748,RoW,201929.8358178469,0
CHL,Chile,Americas,249298.7,26,.0039737057,Chemicals and chemical,24,1.4067867,EU27,793744.7374845351,202432.2167816162
CHL,Chile,Americas,249298.7,26,.0039737057,Chemicals and chemical,24,1.4067867,RoW,2381614.044300426,429448.347475808
CHL,Chile,Americas,249298.7,26,.0039737057,Rubber and plastics,25,.2790187,EU27,9301.259104038356,0
CHL,Chile,Americas,249298.7,26,.0039737057,Rubber and plastics,25,.2790187,RoW,616533.5840154128,0
CHL,Chile,Americas,249298.7,26,.0039737057,Other non-metallic mineral,26,4.8430367,EU27,1870.652019922971,.0740000009536743
CHL,Chile,Americas,249298.7,26,.0039737057,Other non-metallic mineral,26,4.8430367,RoW,81432.95220121124,828.5339844020782
CHL,Chile,Americas,249298.7,26,.0039737057,Basic metals and fabricated metal,27t28,1.9624588,EU27,1895375.6924518,7624.067946424824
CHL,Chile,Americas,249298.7,26,.0039737057,Basic metals and fabricated metal,27t28,1.9624588,RoW,15023327.95468621,434276.6864073627
CHL,Chile,Americas,249298.7,26,.0039737057,"Machinery, nec",29,.19455881,EU27,38118.5726707509,246.511003522086
CHL,Chile,Americas,249298.7,26,.0039737057,"Machinery, nec",29,.19455881,RoW,516303.4176154403,5931.905056031421
CHL,Chile,Americas,249298.7,26,.0039737057,Electrical and optical equipment,30t33,.20186955,EU27,31560.61888532725,0
CHL,Chile,Americas,249298.7,26,.0039737057,Electrical and optical equipment,30t33,.20186955,RoW,457495.1799921545,0
CHL,Chile,Americas,249298.7,26,.0039737057,Transport equipment,34t35,.29114175,EU27,150731.1610596856,0
CHL,Chile,Americas,249298.7,26,.0039737057,Transport equipment,34t35,.29114175,RoW,414278.4742162308,0
CHL,Chile,Americas,249298.7,26,.0039737057,Manufacturing nec; recycling,36t37,.26614583,EU27,101817.9722014184,1037.705009460449
CHL,Chile,Americas,249298.7,26,.0039737057,Manufacturing nec; recycling,36t37,.26614583,RoW,1251837.41351248,42585.15237045288
CHL,Chile,Americas,249298.7,26,.0039737057,"Agriculture, hunting, forestry and fishing",AtB,.37349537,EU27,1155532.761399001,0
CHL,Chile,Americas,249298.7,26,.0039737057,"Agriculture, hunting, forestry and fishing",AtB,.37349537,RoW,6075470.471565209,0
CHL,Chile,Americas,249298.7,26,.0039737057,Mining and quarrying,C,1.4879924,EU27,1694114.786496561,0
CHL,Chile,Americas,249298.7,26,.0039737057,Mining and quarrying,C,1.4879924,RoW,13059082.5031294,222417.7472219048
CHN,China,Asia,11233315,1,.1438645,"Food , beverages and tobacco",15t16,.35987267,EU27,4366793.401423318,0
CHN,China,Asia,11233315,1,.1438645,"Food , beverages and tobacco",15t16,.35987267,RoW,42742104.17737696,0
CHN,China,Asia,11233315,1,.1438645,Textiles and textile,17t18,.34086084,EU27,42469309.50386363,0
CHN,China,Asia,11233315,1,.1438645,Textiles and textile,17t18,.34086084,RoW,211331992.8554792,0
CHN,China,Asia,11233315,1,.1438645,"Leather, leather and footwear",19,.19375706,EU27,14889227.4958405,0
CHN,China,Asia,11233315,1,.1438645,"Leather, leather and footwear",19,.19375706,RoW,61535481.2087737,0
CHN,China,Asia,11233315,1,.1438645,Wood and of wood and cork,20,.46805823,EU27,2342142.29045196,0
CHN,China,Asia,11233315,1,.1438645,Wood and of wood and cork,20,.46805823,RoW,13720567.41460191,0
CHN,China,Asia,11233315,1,.1438645,"Pulp, paper, paper , printing and publishing",21t22,.45346645,EU27,2348606.590661425,0
CHN,China,Asia,11233315,1,.1438645,"Pulp, paper, paper , printing and publishing",21t22,.45346645,RoW,22731631.53160962,0
CHN,China,Asia,11233315,1,.1438645,"Coke, refined petroleum and nuclear fuel",23,2.87748,EU27,701179.7397865345,0
CHN,China,Asia,11233315,1,.1438645,"Coke, refined petroleum and nuclear fuel",23,2.87748,RoW,20357754.73878485,0
CHN,China,Asia,11233315,1,.1438645,Chemicals and chemical,24,1.4067867,EU27,17485824.49418715,214899.6186756622
CHN,China,Asia,11233315,1,.1438645,Chemicals and chemical,24,1.4067867,RoW,112157390.4714194,8065663.130854099
CHN,China,Asia,11233315,1,.1438645,Rubber and plastics,25,.2790187,EU27,10556427.79228663,0
CHN,China,Asia,11233315,1,.1438645,Rubber and plastics,25,.2790187,RoW,63712963.77052936,0
CHN,China,Asia,11233315,1,.1438645,Other non-metallic mineral,26,4.8430367,EU27,5294174.404657557,7992.719045240432
CHN,China,Asia,11233315,1,.1438645,Other non-metallic mineral,26,4.8430367,RoW,40626810.29382209,760072.4030537466
CHN,China,Asia,11233315,1,.1438645,Basic metals and fabricated metal,27t28,1.9624588,EU27,20731141.99103085,12741372.46110277
CHN,China,Asia,11233315,1,.1438645,Basic metals and fabricated metal,27t28,1.9624588,RoW,152048063.408576,110847329.7302954
CHN,China,Asia,11233315,1,.1438645,"Machinery, nec",29,.19455881,EU27,37173586.99323618,736791.5262439921
CHN,China,Asia,11233315,1,.1438645,"Machinery, nec",29,.19455881,RoW,182874491.7016205,3964701.820121577
CHN,China,Asia,11233315,1,.1438645,Electrical and optical equipment,30t33,.20186955,EU27,130537221.3507703,0
CHN,China,Asia,11233315,1,.1438645,Electrical and optical equipment,30t33,.20186955,RoW,733637334.0680227,0
CHN,China,Asia,11233315,1,.1438645,Transport equipment,34t35,.29114175,EU27,13023759.87711989,0
CHN,China,Asia,11233315,1,.1438645,Transport equipment,34t35,.29114175,RoW,85422537.78373572,0
CHN,China,Asia,11233315,1,.1438645,Manufacturing nec; recycling,36t37,.26614583,EU27,24708298.64923949,97.30700138956308
CHN,China,Asia,11233315,1,.1438645,Manufacturing nec; recycling,36t37,.26614583,RoW,126146985.7671362,1421934.35690356
CHN,China,Asia,11233315,1,.1438645,"Agriculture, hunting, forestry and fishing",AtB,.37349537,EU27,2310782.380120273,0
CHN,China,Asia,11233315,1,.1438645,"Agriculture, hunting, forestry and fishing",AtB,.37349537,RoW,19014946.08546949,0
CHN,China,Asia,11233315,1,.1438645,Mining and quarrying,C,1.4879924,EU27,495034.4642799522,5077.633048286545
CHN,China,Asia,11233315,1,.1438645,Mining and quarrying,C,1.4879924,RoW,5568683.66352741,167088.3043569177
COL,Colombia,Americas,282720.09,37,.0020944851,"Food , beverages and tobacco",15t16,.35987267,EU27,403586.6672763074,0
COL,Colombia,Americas,282720.09,37,.0020944851,"Food , beverages and tobacco",15t16,.35987267,RoW,1471335.567596198,0
COL,Colombia,Americas,282720.09,37,.0020944851,Textiles and textile,17t18,.34086084,EU27,36951.30072730815,0
COL,Colombia,Americas,282720.09,37,.0020944851,Textiles and textile,17t18,.34086084,RoW,670635.5822346568,0
COL,Colombia,Americas,282720.09,37,.0020944851,"Leather, leather and footwear",19,.19375706,EU27,32372.27589431219,0
COL,Colombia,Americas,282720.09,37,.0020944851,"Leather, leather and footwear",19,.19375706,RoW,152391.421300295,0
COL,Colombia,Americas,282720.09,37,.0020944851,Wood and of wood and cork,20,.46805823,EU27,495.269001994282,0
COL,Colombia,Americas,282720.09,37,.0020944851,Wood and of wood and cork,20,.46805823,RoW,22390.89786751929,0
COL,Colombia,Americas,282720.09,37,.0020944851,"Pulp, paper, paper , printing and publishing",21t22,.45346645,EU27,3081.734009640408,0
COL,Colombia,Americas,282720.09,37,.0020944851,"Pulp, paper, paper , printing and publishing",21t22,.45346645,RoW,397128.6326179324,0
COL,Colombia,Americas,282720.09,37,.0020944851,"Coke, refined petroleum and nuclear fuel",23,2.87748,EU27,199479.3699680637,0
COL,Colombia,Americas,282720.09,37,.0020944851,"Coke, refined petroleum and nuclear fuel",23,2.87748,RoW,2091202.775062496,0
COL,Colombia,Americas,282720.09,37,.0020944851,Chemicals and chemical,24,1.4067867,EU27,36702.7369307389,149.7709966264665
COL,Colombia,Americas,282720.09,37,.0020944851,Chemicals and chemical,24,1.4067867,RoW,2794356.970577035,135714.4086378298
COL,Colombia,Americas,282720.09,37,.0020944851,Rubber and plastics,25,.2790187,EU27,35720.77043553221,0
COL,Colombia,Americas,282720.09,37,.0020944851,Rubber and plastics,25,.2790187,RoW,515260.0353910461,0
COL,Colombia,Americas,282720.09,37,.0020944851,Other non-metallic mineral,26,4.8430367,EU27,8417.624034316046,239.9050064419862
COL,Colombia,Americas,282720.09,37,.0020944851,Other non-metallic mineral,26,4.8430367,RoW,309771.1287721209,19326.9770196015
COL,Colombia,Americas,282720.09,37,.0020944851,Basic metals and fabricated metal,27t28,1.9624588,EU27,33815.47353024036,24594.18244155531
COL,Colombia,Americas,282720.09,37,.0020944851,Basic metals and fabricated metal,27t28,1.9624588,RoW,2026798.38441096,689726.172265498
COL,Colombia,Americas,282720.09,37,.0020944851,"Machinery, nec",29,.19455881,EU27,12764.94600181014,19.00700005888939
